Time (min),wt,mko,tko
55.2,0.52695,0.93711,0.48119
55.3,0.52659,0.93732,0.4805
55.4,0.52623,0.93752,0.47983
55.5,0.52587,0.9377,0.47917
55.6,0.52551,0.93787,0.47852
55.7,0.52515,0.93801,0.47788
55.8,0.5248,0.93814,0.47724
55.9,0.52445,0.93825,0.47662
56,0.52409,0.93834,0.476
56.1,0.52374,0.93842,0.47538
56.2,0.52339,0.93848,0.47478
56.3,0.52304,0.93853,0.47418
56.4,0.52269,0.93856,0.47359
56.5,0.52234,0.93857,0.47301
56.6,0.52199,0.93857,0.47243
56.7,0.52164,0.93855,0.47186
56.8,0.52129,0.93852,0.47129
56.9,0.52094,0.93847,0.47074
57,0.52059,0.93841,0.47019
57.1,0.52024,0.93833,0.46964
57.2,0.5199,0.93824,0.4691
57.3,0.51955,0.93813,0.46857
57.4,0.5192,0.93801,0.46804
57.5,0.51885,0.93788,0.46752
57.6,0.5185,0.93773,0.467
57.7,0.51815,0.93757,0.46649
57.8,0.5178,0.9374,0.46599
57.9,0.51745,0.93721,0.4655
58,0.5171,0.93701,0.46501
58.1,0.51675,0.93679,0.46453
58.2,0.5164,0.93656,0.46406
58.3,0.51605,0.93634,0.46359
58.4,0.5157,0.93611,0.46313
58.5,0.51536,0.93587,0.46267
58.6,0.51503,0.93562,0.46222
58.7,0.51471,0.93536,0.46177
58.8,0.51438,0.93509,0.46133
58.9,0.51406,0.93481,0.4609
59,0.51374,0.93452,0.46047
59.1,0.51342,0.93422,0.46004
59.2,0.5131,0.93391,0.45962
59.3,0.51279,0.9336,0.4592
59.4,0.51247,0.93328,0.45879
59.5,0.51215,0.93294,0.45839
59.6,0.51184,0.9326,0.45799
59.7,0.51152,0.93226,0.45759
59.8,0.51121,0.9319,0.4572
59.9,0.5109,0.93154,0.45681
60,0.51059,0.93117,0.45643
60.1,0.51028,0.93079,0.45605
60.2,0.50997,0.93041,0.45567
60.3,0.50966,0.93002,0.4553
60.4,0.50935,0.92963,0.45493
60.5,0.50905,0.92923,0.45457
60.6,0.50874,0.92882,0.45421
60.7,0.50844,0.92841,0.45385
60.8,0.50813,0.92799,0.45349
60.9,0.50783,0.92757,0.45314
61,0.50753,0.92714,0.4528
61.1,0.50723,0.92671,0.45245
61.2,0.50693,0.92627,0.45211
61.3,0.50663,0.92583,0.45177
61.4,0.50633,0.92539,0.45144
61.5,0.50603,0.92494,0.45111
61.6,0.50573,0.92449,0.45078
61.7,0.50543,0.92403,0.45045
61.8,0.50514,0.92358,0.45012
61.9,0.50484,0.92313,0.4498
62,0.50455,0.92268,0.44948
62.1,0.50425,0.92223,0.44917
62.2,0.50396,0.92177,0.44885
62.3,0.50367,0.92132,0.44854
62.4,0.50338,0.92086,0.44823
62.5,0.50309,0.9204,0.44792
62.6,0.5028,0.91995,0.44761
62.7,0.50251,0.91949,0.4473
62.8,0.50222,0.91903,0.447
62.9,0.50193,0.91858,0.4467
63,0.50164,0.91812,0.4464
63.1,0.50135,0.91767,0.44612
63.2,0.50107,0.91721,0.44584
63.3,0.5008,0.91676,0.44556
63.4,0.50052,0.91631,0.44528
63.5,0.50025,0.91586,0.445
63.6,0.49998,0.91542,0.44473
63.7,0.49971,0.91497,0.44446
63.8,0.49944,0.91453,0.44419
63.9,0.49917,0.91409,0.44392
64,0.4989,0.91366,0.44365
64.1,0.49864,0.91323,0.44339
64.2,0.49837,0.9128,0.44313
64.3,0.49811,0.91238,0.44287
64.4,0.49785,0.91196,0.44261
64.5,0.49759,0.91154,0.44235
64.6,0.49733,0.91113,0.44209
64.7,0.49707,0.91073,0.44183
64.8,0.49681,0.91033,0.44158
64.9,0.49656,0.90994,0.44133
65,0.4963,0.90955,0.44107
65.1,0.49605,0.90916,0.44082
65.2,0.4958,0.90877,0.44057
65.3,0.49555,0.90835,0.44032
65.4,0.4953,0.90793,0.44007
65.5,0.49505,0.90751,0.43983
65.6,0.49481,0.90709,0.43958
65.7,0.49456,0.90667,0.43933
65.8,0.49432,0.90626,0.43909
65.9,0.49407,0.90585,0.43884
66,0.49383,0.90544,0.4386
66.1,0.49359,0.90504,0.43835
66.2,0.49335,0.90464,0.43811
66.3,0.49312,0.90424,0.43786
66.4,0.49288,0.90384,0.43762
66.5,0.49265,0.90345,0.43737
66.6,0.49241,0.90307,0.43713
66.7,0.49218,0.90268,0.43689
66.8,0.49195,0.9023,0.43664
66.9,0.49172,0.90193,0.4364
67,0.49149,0.90155,0.43615
67.1,0.49127,0.90118,0.43591
67.2,0.49104,0.90082,0.43567
67.3,0.49082,0.90046,0.43545
67.4,0.49059,0.90011,0.43523
67.5,0.49037,0.89976,0.43501
67.6,0.49015,0.89941,0.43479
67.7,0.48993,0.89907,0.43457
67.8,0.48972,0.89873,0.43435
67.9,0.4895,0.8984,0.43413
68,0.48928,0.89808,0.43391
68.1,0.48906,0.89776,0.43369
68.2,0.48884,0.89744,0.43348
68.3,0.48862,0.89713,0.43326
68.4,0.48841,0.89683,0.43305
68.5,0.48819,0.89653,0.43284
68.6,0.48798,0.89624,0.43262
68.7,0.48776,0.89593,0.43241
68.8,0.48755,0.8956,0.4322
68.9,0.48734,0.89527,0.43199
69,0.48713,0.89495,0.43177
69.1,0.48692,0.89463,0.43156
69.2,0.48671,0.89431,0.43135
69.3,0.4865,0.89399,0.43114
69.4,0.48629,0.89368,0.43093
69.5,0.48608,0.89337,0.43073
69.6,0.48588,0.89306,0.43052
69.7,0.48567,0.89275,0.43031
69.8,0.48547,0.89245,0.4301
69.9,0.48526,0.89214,0.42989
70,0.48506,0.89184,0.42968
70.1,0.48486,0.89155,0.42948
70.2,0.48466,0.89125,0.42927
70.3,0.48446,0.89096,0.42906
70.4,0.48426,0.89067,0.42885
70.5,0.48406,0.89038,0.42864
70.6,0.48386,0.8901,0.42844
70.7,0.48366,0.88981,0.42823
70.8,0.48346,0.88953,0.42802
70.9,0.48327,0.88926,0.42781
71,0.48307,0.88898,0.4276
71.1,0.48287,0.88871,0.4274
71.2,0.48268,0.88844,0.42719
71.3,0.48248,0.88817,0.42698
71.4,0.48229,0.88791,0.42678
71.5,0.48209,0.88764,0.42658
71.6,0.4819,0.88738,0.42639
71.7,0.4817,0.88712,0.42619
71.8,0.48151,0.88687,0.426
71.9,0.48131,0.88662,0.42581
72,0.48112,0.88637,0.42561
72.1,0.48093,0.88612,0.42542
72.2,0.48073,0.88586,0.42523
72.3,0.48054,0.8856,0.42504
72.4,0.48035,0.88535,0.42485
72.5,0.48016,0.88509,0.42466
72.6,0.47996,0.88484,0.42447
72.7,0.47977,0.88458,0.42428
72.8,0.47958,0.88433,0.42409
72.9,0.47939,0.88408,0.4239
73,0.4792,0.88383,0.42371
73.1,0.47901,0.88359,0.42353
73.2,0.47882,0.88334,0.42334
